"island","site","GenSp","abundance"
"maui","maui_01","Litargus vestitus",7
"maui","maui_01","Proterhinus humeralis",37
"maui","maui_01","Antrocephalus pertorvus",5
"maui","maui_01","Culex quinquefasciatus",4
"maui","maui_01","Neoscatella oahuense",3
"maui","maui_01","Philodoria basalis",10
"maui","maui_01","Mimosestes nubigens",5
"maui","maui_01","Plagithmysus terryi",3
"maui","maui_01","Eucoilidea micromorpha",12
"maui","maui_01","Orthotylus coprosmaphila",8
"maui","maui_01","Poronotellus sodalis",8
"maui","maui_01","Rhizoglyphus echinopus",2
"maui","maui_01","Haliophyle niphadopa",1
"maui","maui_01","Mecyclothorax angusticollis",7
"maui","maui_01","Nesosydne blackburni",4
"maui","maui_01","Sitobion avenae",2
"maui","maui_01","Xyleborus affinis",3
"maui","maui_01","Anchastus swezeyi",7
"maui","maui_01","Lepidocyrtus violaceus",2
"maui","maui_01","Holcobius haleakalae chrysodytus",4
"maui","maui_01","Callopistria maillardi",5
"maui","maui_01","Chaetomymar bagicha",7
"maui","maui_01","Saldula robertusingeri",2
"maui","maui_01","Scaptomyza glauca",1
"maui","maui_01","Neseis saundersianus",4
"maui","maui_01","Hylaeus longiceps",15
"maui","maui_01","Calliphora vicina",9
"maui","maui_01","Banchogastra vitreipennis",1
"maui","maui_01","Cadrema pallida",1
"maui","maui_01","Havaika navata",1
"maui","maui_01","Nipaecoccus nipae",9
"maui","maui_01","Mecyclothorax superstriatus",8
"maui","maui_01","Ectemnius haleakalae",9
"maui","maui_01","Gnatholymnaeum spurcum",16
"maui","maui_01","Bembidion ignicola",2
"maui","maui_01","Nesosteles kilaueae",19
"maui","maui_01","Plagithmysus yoshimotoi",3
"maui","maui_01","Plagithmysus nicotianae",3
"maui","maui_01","Cryptophlebia illepida",2
"maui","maui_01","Solenopsis papuana",5
"maui","maui_01","Lispocephala pollinosa",2
"maui","maui_01","Heterocrossa gracillima",6
"maui","maui_01","Sinella yosiia",1
"maui","maui_01","Hoplothrips ovatus",1
"maui","maui_01","Ruspolia remotus",5
"maui","maui_01","Agrotis mesotoxa",5
"maui","maui_01","Hyposmocoma emendata",2
"maui","maui_01","Micromus bellulus infumatus",12
"maui","maui_01","Linepithema humile",4
"maui","maui_01","Trigonidium kapipi",16
"maui","maui_01","Xenocrabro molokaiensis",3
"maui","maui_01","Scotorythra paludicola",4
"maui","maui_01","Drosophila affinidisjuncta",2
"maui","maui_01","Drosophila brunneisetae",5
"maui","maui_01","Eurynogaster furva",8
"maui","maui_01","Folsomina onychiurina",1
"maui","maui_01","Scaptomyza punctivena",8
"maui","maui_01","Chlorococcus chloris",12
"maui","maui_01","Megalorhipida defectalis",3
"maui","maui_01","Thalassomya setosipennis",3
"maui","maui_01","Hyposmocoma malornata",1
"maui","maui_01","Heteropoda venatoria",8
"maui","maui_01","Scatella hawaiiensis",4
"maui","maui_01","Labia dubronyi",1
"maui","maui_01","Mecyclothorax vitreus",4
"maui","maui_01","Caecilius analis",4
"maui","maui_01","Mecomenus koebelei",20
"maui","maui_01","Ithamar annectans",8
"maui","maui_01","Syntormon distortitarsis",8
"maui","maui_01","Lycophotia margaritosa",14
"maui","maui_01","Drosophila caccabata",2
"maui","maui_01","Scaptomyza umbrosa",10
"maui","maui_01","Sarcophaga albiceps",2
"maui","maui_01","Nesosydne nesopele",5
"maui","maui_01","Hoplothrips flavipes",18
"maui","maui_01","Amblyseius largoensis",3
"maui","maui_01","Dialeurodes citrifolii",9
"maui","maui_01","Lobometopon diremptus",12
"maui","maui_01","Pelopaeus caementarius",3
"maui","maui_01","Lispocephala indecisa",3
"maui","maui_01","Oodemas olindae",15
"maui","maui_01","Dromaeolus agriotoides",8
"maui","maui_01","Macrosiphum granarium",6
"maui","maui_01","Drosophila badia",8
"maui","maui_01","Orthostolus prosternalis",7
"maui","maui_01","Hedylepta accepta",2
"maui","maui_01","Hydrellia tritici",8
"maui","maui_01","Fannia canicularis",5
"maui","maui_01","Leptocera atomus",8
"maui","maui_01","Tramea lacerata",4
"maui","maui_01","Thriscothorax subconstrictus",6
"maui","maui_01","Hyposmocoma lacticretella",2
"maui","maui_01","Proterhinus persimilis",2
"maui","maui_01","Kuwayama nigricapita",26
"maui","maui_01","Cirphis pyrrhias",23
"maui","maui_01","Plusia pterylota",21
"maui","maui_01","Proterhinus nivicola",5
"maui","maui_01","Epitrix hirtipennis",5
"maui","maui_01","Carposina mauii",2
"maui","maui_01","Thaumatogryllus mauiensis",3
"maui","maui_01","Cis mimus",2
"maui","maui_01","Campsicnemus philohydratus",12
"maui","maui_01","Calvoppia perkinsi",6
"maui","maui_01","Oechalia suehiroae",2
"maui","maui_01","Gonioryctus mauiensis",13
"maui","maui_01","Hemipsocus roseus",8
"maui","maui_01","Peripsocus ferrugineus",1
"maui","maui_01","Sarona adonias",3
"maui","maui_01","Borborillus sordidus",1
"maui","maui_01","Lasioglossum impavidum",3
"maui","maui_01","Chrysodeixis eriosoma",26
"maui","maui_01","Hylaeus kukui",5
"maui","maui_01","Tydeus californicus",15
"maui","maui_01","Proterhinus epitrachys",15
"maui","maui_01","Trigonidium eumeles",9
"maui","maui_01","Pseudococcus longispinus",3
"maui","maui_01","Hylaeus volatilis",4
"maui","maui_01","Lepidosaphes tokionis",21
"maui","maui_01","Atrachycnemis sharpi",10
"maui","maui_01","Coptotermes formosanus",1
"maui","maui_01","Eudonia hawaiiensis",3
"maui","maui_01","Nesosydne bridwelli",7
"maui","maui_01","Blackburnia foveolata",25
"maui","maui_01","Hypenodes altivolans",1
"maui","maui_01","Cerobasis guestfalica",2
"maui","maui_01","Odynerus purpurifer",22
"maui","maui_01","Coenosia ingens",1
"maui","maui_01","Pachyneuron siphonophorae",3
"maui","maui_01","Drosophila truncipenna",13
"maui","maui_01","Pimpla punicipes",8
"hawaiiisland","hawaiiisland_01","Scymnus ocellatus",24
"hawaiiisland","hawaiiisland_01","Hygrotus medialis",1
"hawaiiisland","hawaiiisland_01","Lepidocyrtus eeu",1
"hawaiiisland","hawaiiisland_01","Drosophila okala",22
"hawaiiisland","hawaiiisland_01","Drosophila megasticta",2
"hawaiiisland","hawaiiisland_01","Dyscritomyia viridis",74
"hawaiiisland","hawaiiisland_01","Laemostenus complanatus",1
"hawaiiisland","hawaiiisland_01","Duplaspidiotus claviger",7
"hawaiiisland","hawaiiisland_01","Bradysia impatiens",107
"hawaiiisland","hawaiiisland_01","Rhopalosiphum padi",20
"hawaiiisland","hawaiiisland_01","Psychoda sigma",1
"hawaiiisland","hawaiiisland_01","Meijerella flavisetosa",23
"hawaiiisland","hawaiiisland_01","Hyposmocoma chilonella",14
"hawaiiisland","hawaiiisland_01","Thrips tabaci",3
"hawaiiisland","hawaiiisland_01","Phintella versicolor",38
"hawaiiisland","hawaiiisland_01","Nesoprosopis hula",17
"hawaiiisland","hawaiiisland_01","Hyposmocoma petroptilota",3
"hawaiiisland","hawaiiisland_01","Psychoda harrisi",88
"hawaiiisland","hawaiiisland_01","Dohmiphora cornuta",1
"hawaiiisland","hawaiiisland_01","Prosopeus bidens",12
"hawaiiisland","hawaiiisland_01","Ectopsocus perkinsi",79
"hawaiiisland","hawaiiisland_01","Stomoxys calcitrans",6
"hawaiiisland","hawaiiisland_01","Sierola nigrescens",1
"hawaiiisland","hawaiiisland_01","Dromaeolus puncticollis",1
"hawaiiisland","hawaiiisland_01","Orthomecyna heterodryas",6
"hawaiiisland","hawaiiisland_01","Cosmopolites sordidus",4
"hawaiiisland","hawaiiisland_01","Phytoseius hawaiiensis",10
"hawaiiisland","hawaiiisland_01","Campsicnemus brevitibia",4
"hawaiiisland","hawaiiisland_01","Zelus renardii",94
"hawaiiisland","hawaiiisland_01","Pseudeucoila perkinsi",3
"hawaiiisland","hawaiiisland_01","Parlatoria crotonis",103
"hawaiiisland","hawaiiisland_01","Melipotis indomita",1
"hawaiiisland","hawaiiisland_01","Neostylopyga rhombifolia",24
"hawaiiisland","hawaiiisland_01","Nesodynerus molokaiensis",3
"hawaiiisland","hawaiiisland_01","Euborellia eteronoma",45
"hawaiiisland","hawaiiisland_01","Cephalops timberlakei",1
"hawaiiisland","hawaiiisland_01","Eupetinus omalioides",2
"hawaiiisland","hawaiiisland_01","Proernus stigmaticus",15
"hawaiiisland","hawaiiisland_01","Burmoniscus okinawaensis",7
"hawaiiisland","hawaiiisland_01","Xyleborus hawaiiensis",33
"hawaiiisland","hawaiiisland_01","Udea despecta",8
"hawaiiisland","hawaiiisland_01","Oodemas hawaiiense",1
"hawaiiisland","hawaiiisland_01","Nabis koelensis",2
"hawaiiisland","hawaiiisland_01","Mecaphesa insulanus",1
"hawaiiisland","hawaiiisland_01","Oxydema longulum",4
"hawaiiisland","hawaiiisland_01","Antopocerus tanythrix",2
"hawaiiisland","hawaiiisland_01","Pipunculus acrothrix",24
"hawaiiisland","hawaiiisland_01","Chelodynerus chelifer",12
"hawaiiisland","hawaiiisland_01","Ithamar hawaiiensis",12
"hawaiiisland","hawaiiisland_01","Eupelmus paraleucothrix",101
"hawaiiisland","hawaiiisland_01","Hyposmocoma tricincta",1
"hawaiiisland","hawaiiisland_01","Dyscritomyia obscura",16
"hawaiiisland","hawaiiisland_01","Tarophagus colocasiae",8
"hawaiiisland","hawaiiisland_01","Mestolobes banausa",1
"hawaiiisland","hawaiiisland_01","Mirosternus simplex",9
"hawaiiisland","hawaiiisland_01","Laupala kona",57
"hawaiiisland","hawaiiisland_01","Scytodes fusca",2
"hawaiiisland","hawaiiisland_01","Diestota sculpturata",11
"hawaiiisland","hawaiiisland_01","Allorhogas pallidiceps",8
"hawaiiisland","hawaiiisland_01","Barypristus rupicola",2
"hawaiiisland","hawaiiisland_01","Eurynogaster hispida",19
"hawaiiisland","hawaiiisland_01","Neseis mauiensis",1
"hawaiiisland","hawaiiisland_01","Xyletobius sykesii molokaiensis",19
"hawaiiisland","hawaiiisland_01","Notonecta indica",4
"hawaiiisland","hawaiiisland_01","Drosophila basisetae",2
"hawaiiisland","hawaiiisland_01","Lepidocyrtus immaculatus",1
"hawaiiisland","hawaiiisland_01","Ilburnia coprosmicola",1
"hawaiiisland","hawaiiisland_01","Erionota thrax",3
"hawaiiisland","hawaiiisland_01","Thyrocopa nubifer",36
"hawaiiisland","hawaiiisland_01","Desmometopa singaporensis",1
"hawaiiisland","hawaiiisland_01","Megalagrion nigrohamatum",18
"hawaiiisland","hawaiiisland_01","Cryptophlebia ombrodelta",3
"hawaiiisland","hawaiiisland_01","Peridroma neurogramma",2
"hawaiiisland","hawaiiisland_01","Alaptus globosicornis",3
"hawaiiisland","hawaiiisland_01","Prays new species 6",1
"hawaiiisland","hawaiiisland_01","Peridroma albiorbis",6
"hawaiiisland","hawaiiisland_01","Mecyclothorax gracilis",31
"hawaiiisland","hawaiiisland_01","Plagithmysus atricolor",1
"hawaiiisland","hawaiiisland_01","Isotoma trispinata",1
"hawaiiisland","hawaiiisland_01","Hermetia illucens",45
"hawaiiisland","hawaiiisland_01","Sierola longicornis",1
"hawaiiisland","hawaiiisland_01","Odynerus nigripennis",171
"hawaiiisland","hawaiiisland_01","Mecyclothorax terminalis",30
"hawaiiisland","hawaiiisland_01","Carpophilus dimidiatus",22
"hawaiiisland","hawaiiisland_01","Anurida anini",1
"hawaiiisland","hawaiiisland_01","Dromaeolus konensis",2
"hawaiiisland","hawaiiisland_01","Athetis thoracica",8
"hawaiiisland","hawaiiisland_01","Tegonotus hibiscella",6
"hawaiiisland","hawaiiisland_01","Plagithmysus looki keanakolui",6
"hawaiiisland","hawaiiisland_01","Brachycaudus helichrysi",9
"hawaiiisland","hawaiiisland_01","Oligota prolixa",138
"hawaiiisland","hawaiiisland_01","Agraulis vanillae",14
"hawaiiisland","hawaiiisland_01","Ectopsocus richardsi",20
"hawaiiisland","hawaiiisland_01","Campsicnemus obscurus",128
"hawaiiisland","hawaiiisland_01","Balta notulata",2
"hawaiiisland","hawaiiisland_01","Tricentrus albomaculatus",4
"hawaiiisland","hawaiiisland_01","Helicoverpa confusa",5
"hawaiiisland","hawaiiisland_01","Peripsocus similis",2
"hawaiiisland","hawaiiisland_01","Toxeuma hawaiiensis",75
"hawaiiisland","hawaiiisland_01","Hypothenemus obscurus",9
"hawaiiisland","hawaiiisland_01","Scaptomyza articulata",1
"hawaiiisland","hawaiiisland_01","Synthesiomyia nudiseta",45
"hawaiiisland","hawaiiisland_01","Solenopsis papuana",1
"hawaiiisland","hawaiiisland_01","Syntormon distortitarsis",1
"hawaiiisland","hawaiiisland_01","Diaspis bromeliae",5
"hawaiiisland","hawaiiisland_01","Coccotrypes carpophagus",2
"hawaiiisland","hawaiiisland_01","Chlorococcus chloris",3
"hawaiiisland","hawaiiisland_01","Spheterista xanthogona",1
"hawaiiisland","hawaiiisland_01","Sulamita lunalilo",1
"hawaiiisland","hawaiiisland_01","Parlatoria ziziphi",7
"hawaiiisland","hawaiiisland_01","Orthotylus kassandra",49
"hawaiiisland","hawaiiisland_01","Oechalia acuta",8
"hawaiiisland","hawaiiisland_01","Dicyrtoma hawaiiensis",8
"hawaiiisland","hawaiiisland_01","Hylaeus flavipes",3
"hawaiiisland","hawaiiisland_01","Hyposmocoma palmifera",2
"hawaiiisland","hawaiiisland_01","Nesosydne neoraillardiae",1
"hawaiiisland","hawaiiisland_01","Acrotelsa hawaiiensis",83
"hawaiiisland","hawaiiisland_01","Xyleborus hiiaka",2
"hawaiiisland","hawaiiisland_01","Semnoprepia petroptilota",15
"hawaiiisland","hawaiiisland_01","Drosophila umiumi",2
"hawaiiisland","hawaiiisland_01","Campsicnemus paniculatus",7
"hawaiiisland","hawaiiisland_01","Eucymatoge craterias",7
"hawaiiisland","hawaiiisland_01","Conioscinella formosa",2
"hawaiiisland","hawaiiisland_01","Fulvius variegatus",88
"hawaiiisland","hawaiiisland_01","Pygmephorus mesembrinae",1
"hawaiiisland","hawaiiisland_01","Scaptomyza umbrosa",2
"hawaiiisland","hawaiiisland_01","Scaptomyza cyrtandrae",235
"hawaiiisland","hawaiiisland_01","Trigonidium nani",4
"hawaiiisland","hawaiiisland_01","Hyposmocoma candidella",3
"hawaiiisland","hawaiiisland_01","Cheyletus fortis",2
"hawaiiisland","hawaiiisland_01","Brevicoryne brassicae",5
"hawaiiisland","hawaiiisland_01","Kilauella vinosa",28
"hawaiiisland","hawaiiisland_01","Thyrocopa adumbrata",7
"hawaiiisland","hawaiiisland_01","Mecyclothorax punakukini",13
"hawaiiisland","hawaiiisland_01","Laupala nigra",4
"hawaiiisland","hawaiiisland_01","Echinothrips americanus",36
"hawaiiisland","hawaiiisland_01","Lycoriella solispina",29
"hawaiiisland","hawaiiisland_01","Neomyia cornicina",3
"hawaiiisland","hawaiiisland_01","Lycophotia saucia",3
"hawaiiisland","hawaiiisland_01","Lispocephala dexioides",16
"hawaiiisland","hawaiiisland_01","Neocheyletiella media",2
"hawaiiisland","hawaiiisland_01","Xyletobius scotti",4
"hawaiiisland","hawaiiisland_01","Proterhinus abnormis",19
"hawaiiisland","hawaiiisland_01","Telenomus nawai",35
"hawaiiisland","hawaiiisland_01","Nesomedon quadratus",1
"hawaiiisland","hawaiiisland_01","Hydrellia hawaiiensis",9
"hawaiiisland","hawaiiisland_01","Antrocephalus pertorvus",27
"hawaiiisland","hawaiiisland_01","Omiodes asaphombra",10
"hawaiiisland","hawaiiisland_01","Folsomia octoculata",70
"hawaiiisland","hawaiiisland_01","Neotoxoptera formosana",2
"hawaiiisland","hawaiiisland_01","Dryophthorus distinguendus",10
"hawaiiisland","hawaiiisland_01","Anarhopus sydneyensis",3
"hawaiiisland","hawaiiisland_01","Scaptomyza basiloba",17
"hawaiiisland","hawaiiisland_01","Pipunculus hawaiiensis",20
"hawaiiisland","hawaiiisland_01","Sweziella pictilipennata",1
"hawaiiisland","hawaiiisland_01","Proernus aculeatus",1
"hawaiiisland","hawaiiisland_01","Nesodynerus sociabilis",530
"hawaiiisland","hawaiiisland_01","Donaceus nigronotatus",16
"hawaiiisland","hawaiiisland_01","Oliarus tarai",2
"hawaiiisland","hawaiiisland_01","Gronotoma micromorpha",7
"hawaiiisland","hawaiiisland_01","Cyclophora nanaria",5
"hawaiiisland","hawaiiisland_01","Spolas delicata",1
"hawaiiisland","hawaiiisland_01","Cardiocondyla emeryi",5
"hawaiiisland","hawaiiisland_01","Actacarus uniscutatus",6
"hawaiiisland","hawaiiisland_01","Eudonia balanopis",252
"hawaiiisland","hawaiiisland_01","Drosophila mercatorum",1
"hawaiiisland","hawaiiisland_01","Leialoha hawaiiensis",2
"hawaiiisland","hawaiiisland_01","Udea pachygramma",4
"hawaiiisland","hawaiiisland_01","Kilauella micramaura",3
"hawaiiisland","hawaiiisland_01","Pedronia cibotii",2
"hawaiiisland","hawaiiisland_01","Ptycta haleakalae ",81
"hawaiiisland","hawaiiisland_01","Carulaspis minima",6
"hawaiiisland","hawaiiisland_01","Scaptomyza exigua",8
"hawaiiisland","hawaiiisland_01","Steatoda grossa",2
"hawaiiisland","hawaiiisland_01","Alloxysta brassicae",1
"hawaiiisland","hawaiiisland_01","Plagithmysus decorus",30
"hawaiiisland","hawaiiisland_01","Udara blackburni",5
"hawaiiisland","hawaiiisland_01","Lispocephala dilatata",3
"hawaiiisland","hawaiiisland_01","Bradysia radicum",7
"hawaiiisland","hawaiiisland_01","Giardomyia furvescens",6
"hawaiiisland","hawaiiisland_01","Gonioryctus fugitivus",7
"hawaiiisland","hawaiiisland_01","Bephratelloides cubensis",1
"hawaiiisland","hawaiiisland_01","Lispocephala fasciculata",1
"hawaiiisland","hawaiiisland_01","Orthotylus psychotrioides",5
"hawaiiisland","hawaiiisland_01","Pseudaulacaspis major",19
"hawaiiisland","hawaiiisland_01","Aeletes longipes",24
"hawaiiisland","hawaiiisland_01","Neacoryphus bicrucis",2
"hawaiiisland","hawaiiisland_01","Lestremia clivicola",12
"hawaiiisland","hawaiiisland_01","Nudidrosophila lepidobregma",26
"hawaiiisland","hawaiiisland_01","Nesopeplus bidens",34
"hawaiiisland","hawaiiisland_01","Coelopencyrtus sexramosus",1
"hawaiiisland","hawaiiisland_01","Campsicnemus congregatus",4
"hawaiiisland","hawaiiisland_01","Trupanea nigripennis",18
"hawaiiisland","hawaiiisland_01","Lema trilinea",79
"hawaiiisland","hawaiiisland_01","Tetragnatha kamakou",4
"hawaiiisland","hawaiiisland_01","Agrotis cinctipennis",11
"hawaiiisland","hawaiiisland_01","Dichromothrips corbetti",7
"hawaiiisland","hawaiiisland_01","Idiopterus nephrelepidis",3
"hawaiiisland","hawaiiisland_01","Alphitobius laevigatus",1
"hawaiiisland","hawaiiisland_01","Diaeretiella rapae",25
"hawaiiisland","hawaiiisland_01","Volucella apicale",16
"hawaiiisland","hawaiiisland_01","Drosophila ciliaticrus",2
"hawaiiisland","hawaiiisland_01","Coccophagus ochraceus",2
"hawaiiisland","hawaiiisland_01","Palistreptus hyalinus",1
"hawaiiisland","hawaiiisland_01","Nesopetinus metallescens",17
"hawaiiisland","hawaiiisland_01","Eudonia ianthes",18
"hawaiiisland","hawaiiisland_01","Anomis vulpicolor",50
"hawaiiisland","hawaiiisland_01","Mecyclothorax gagnei",16
"hawaiiisland","hawaiiisland_01","Agrotis selenias",1
"hawaiiisland","hawaiiisland_01","Melophagus ovinus",5
"hawaiiisland","hawaiiisland_01","Aloha ipomoeae",7
"hawaiiisland","hawaiiisland_01","Cephalops canutifrons",48
"hawaiiisland","hawaiiisland_01","Neseis hiloensis intermedius",79
"hawaiiisland","hawaiiisland_01","Genophantis iodora",1
"hawaiiisland","hawaiiisland_01","Tetranychus ludeni",6
"hawaiiisland","hawaiiisland_01","Oliarus neomorai oahuana",2
"hawaiiisland","hawaiiisland_01","Eupetinus striatus",66
"hawaiiisland","hawaiiisland_01","Nesoprosopis homoeochroma",84
"hawaiiisland","hawaiiisland_01","Podagrion mantis",3
"hawaiiisland","hawaiiisland_01","Carpophilus marginellus",5
"hawaiiisland","hawaiiisland_01","Lepidopsocus maculatus",1
"hawaiiisland","hawaiiisland_01","Panaphelix marmorata",12
"hawaiiisland","hawaiiisland_01","Rhopalosiphum rufiabdominalis",6
"hawaiiisland","hawaiiisland_01","Nysius dallasi",12
"hawaiiisland","hawaiiisland_01","Cydia new species 1",141
"hawaiiisland","hawaiiisland_01","Lispocephala ingens",1
"hawaiiisland","hawaiiisland_01","Drosophila paucipuncta",1
"hawaiiisland","hawaiiisland_01","Sierola angustata",48
"hawaiiisland","hawaiiisland_01","Nesiomiris williamsi",66
"hawaiiisland","hawaiiisland_01","Oeobia caminopis",2
"hawaiiisland","hawaiiisland_01","Sierola perkinsi",14
"hawaiiisland","hawaiiisland_01","Sympiesis sparsus",7
"hawaiiisland","hawaiiisland_01","Plagithmysus longulus",4
"hawaiiisland","hawaiiisland_01","Psychoda hardyi",13
"hawaiiisland","hawaiiisland_01","Hyposmocoma flavicosta",28
"hawaiiisland","hawaiiisland_01","Herpetogramma licarsisalis",1
"hawaiiisland","hawaiiisland_01","Paratrechina bourbonica",26
"hawaiiisland","hawaiiisland_01","Cheiloneurus americanus",23
"hawaiiisland","hawaiiisland_01","Orthotylus coprosmopsis",12
"hawaiiisland","hawaiiisland_01","Abgrallaspis cyanophylli",3
"hawaiiisland","hawaiiisland_01","Nesophrosyne oceanides",103
"hawaiiisland","hawaiiisland_01","Phlyctaenia pyranthes",9
"hawaiiisland","hawaiiisland_01","Eudonia actias",1
"hawaiiisland","hawaiiisland_01","Ophiomedon incomptus",2
"hawaiiisland","hawaiiisland_01","Leptogryllus ookala",1
"hawaiiisland","hawaiiisland_01","Capua trigonifer",7
"hawaiiisland","hawaiiisland_01","Orfelia hawaiiensis",23
"hawaiiisland","hawaiiisland_01","Dyscritomyia lata",30
"hawaiiisland","hawaiiisland_01","Tycherobius superbus",10
"hawaiiisland","hawaiiisland_01","Orthotylus antidesmae",59
"hawaiiisland","hawaiiisland_01","Mapsidius auspicata",54
"hawaiiisland","hawaiiisland_01","Plusia chalcites",46
"hawaiiisland","hawaiiisland_01","Graptoblatta notulata",14
"hawaiiisland","hawaiiisland_01","Anchiphiloscia pilosa",21
"hawaiiisland","hawaiiisland_01","Agrotis dislocata",6
"hawaiiisland","hawaiiisland_01","Nesticella mogera",2
"hawaiiisland","hawaiiisland_01","Diestota montana",1
"hawaiiisland","hawaiiisland_01","Xyletobius hawaiiensis",9
"hawaiiisland","hawaiiisland_01","Clytarlus claviger",1
"hawaiiisland","hawaiiisland_01","Hysteroneura setariae",4
"hawaiiisland","hawaiiisland_01","Pseudoparasitus stigmaticus",5
"hawaiiisland","hawaiiisland_01","Nesiomiris timberlakei",2
"hawaiiisland","hawaiiisland_01","Amblyseius largoensis",9
"hawaiiisland","hawaiiisland_01","Drosophila barbata",1
"hawaiiisland","hawaiiisland_01","Diestota robusta",12
"hawaiiisland","hawaiiisland_01","Orthotylus daphne kassandra",8
"hawaiiisland","hawaiiisland_01","Holaspulus tenuipes",1
"hawaiiisland","hawaiiisland_01","Ptycta apicantha",210
"hawaiiisland","hawaiiisland_01","Tegonotus mangiferae",16
"hawaiiisland","hawaiiisland_01","Dyscritomyia fasciata",2
"hawaiiisland","hawaiiisland_01","Cyrtopeltis hawaiiensis",3
"hawaiiisland","hawaiiisland_01","Rhopalomyia chrysantherni",54
"hawaiiisland","hawaiiisland_01","Schrankia sarothrura",54
"hawaiiisland","hawaiiisland_01","Elasmopalpus lignosellus",1
"hawaiiisland","hawaiiisland_01","Physiphora clausa",16
"hawaiiisland","hawaiiisland_01","Seira terrestris",4
"hawaiiisland","hawaiiisland_01","Udea caminopis",1
"hawaiiisland","hawaiiisland_01","Ploiaria insolida",14
"hawaiiisland","hawaiiisland_01","Necrobia rufipes",3
"hawaiiisland","hawaiiisland_01","Mecyclothorax discedens",35
"hawaiiisland","hawaiiisland_01","Charips brassicae",1
"hawaiiisland","hawaiiisland_01","Plagithmysus laticollis",4
"hawaiiisland","hawaiiisland_01","Oceanides pteridicola",18
"hawaiiisland","hawaiiisland_01","Cryptotermes brevis",36
"hawaiiisland","hawaiiisland_01","Caconemobius paralbus",8
"hawaiiisland","hawaiiisland_01","Mecyclothorax karschi",1
"hawaiiisland","hawaiiisland_01","Sierola muiri",2
"hawaiiisland","hawaiiisland_01","Glyptonysius amicola",16
"hawaiiisland","hawaiiisland_01","Xyletobius lineatus",1
"hawaiiisland","hawaiiisland_01","Nesosydne umbratica",6
"hawaiiisland","hawaiiisland_01","Sitophilus linearis",14
"hawaiiisland","hawaiiisland_01","Haliophyle ignita",7
"hawaiiisland","hawaiiisland_01","Proterhinus hawaiiensis",13
"hawaiiisland","hawaiiisland_01","Nesoprosopis crabronoides",2
"hawaiiisland","hawaiiisland_01","Calvoppia perkinsi",1
"hawaiiisland","hawaiiisland_01","Oligota mutanda",17
"hawaiiisland","hawaiiisland_01","Udea phaethontia",4
"hawaiiisland","hawaiiisland_01","Acalles lateralis",2
"hawaiiisland","hawaiiisland_01","Pseudoclerada morai",4
"hawaiiisland","hawaiiisland_01","Heterocrossa achroana",7
"hawaiiisland","hawaiiisland_01","Pulex simulans",20
"hawaiiisland","hawaiiisland_01","Tomocerus minor",1
"hawaiiisland","hawaiiisland_01","Scotorythra artemidora",20
"hawaiiisland","hawaiiisland_01","Neoscatella clavipes",3
"hawaiiisland","hawaiiisland_01","Pinnaspis aspidistrae",2
"hawaiiisland","hawaiiisland_01","Asymphorodes dimorpha",1
"hawaiiisland","hawaiiisland_01","Philodoria urerana",7
"hawaiiisland","hawaiiisland_01","Nysius montivagus",5
"hawaiiisland","hawaiiisland_01","Megopis reflexa",128
"hawaiiisland","hawaiiisland_01","Megachile diligens",3
"hawaiiisland","hawaiiisland_01","Palistreptus inconstans",2
"hawaiiisland","hawaiiisland_01","Xylosandrus crassiusculus",3
"hawaiiisland","hawaiiisland_01","Cryptophlebia vulpes",1
"hawaiiisland","hawaiiisland_01","Abanchogastra debilis",10
"hawaiiisland","hawaiiisland_01","Agrotis chersotoides",1
"hawaiiisland","hawaiiisland_01","Neseis nitida pipturi",2
"hawaiiisland","hawaiiisland_01","Megaphragma mymaripenne",3
"hawaiiisland","hawaiiisland_01","Plagithmysus blackburni",2
"hawaiiisland","hawaiiisland_01","Nesoprosopis coniceps",12
"hawaiiisland","hawaiiisland_01","Carposina pygmaeella",13
"hawaiiisland","hawaiiisland_01","Ochetellus glaber",26
"hawaiiisland","hawaiiisland_01","Pediobius wilderi",2
"hawaiiisland","hawaiiisland_01","Hyposmocoma malornata",158
"hawaiiisland","hawaiiisland_01","Nysius blackburni",44
"hawaiiisland","hawaiiisland_01","Cydia walsinghamii",1
"hawaiiisland","hawaiiisland_01","Odynerus venator",2
"hawaiiisland","hawaiiisland_01","Drosophila imparisetae",18
"hawaiiisland","hawaiiisland_01","Nysius coenosulus",5
"hawaiiisland","hawaiiisland_01","Orthotylus diospyri",1
"hawaiiisland","hawaiiisland_01","Burmoniscus meeusei",2
"hawaiiisland","hawaiiisland_01","Nipaecoccus viridis",17
"hawaiiisland","hawaiiisland_01","Scoparia loxocentra",41
"hawaiiisland","hawaiiisland_01","Cerobasis guestfalica",11
"hawaiiisland","hawaiiisland_01","Shibaia longisensilla",24
"hawaiiisland","hawaiiisland_01","Litargus vestitus",47
"hawaiiisland","hawaiiisland_01","Deilephila nerii",3
"hawaiiisland","hawaiiisland_01","Pipunculus macrothrix",3
"hawaiiisland","hawaiiisland_01","Allograpta obliqua",2
"hawaiiisland","hawaiiisland_01","Labetis hawaiiensis",1
"hawaiiisland","hawaiiisland_01","Aphycus alberti",104
"hawaiiisland","hawaiiisland_01","Laupala cerasina",5
"hawaiiisland","hawaiiisland_01","Aleurodicus dispersus",1
"hawaiiisland","hawaiiisland_01","Conocephalus saltator",36
